"file_moved","original_repo","original_path","destination_path","timestamp_utc","bucket"
"TD-019_backup_optionA_20251118_161913.json","credentialmate-app","backend\tests\fixtures\ground_truth\backups\TD-019_backup_optionA_20251118_161913.json","deletion\credentialmate-app\backend\tests\fixtures\ground_truth\backups\TD-019_backup_optionA_20251118_161913.json","2025-11-20T19:26:06Z","deletion"
"TD-019_backup_optionA_20251118_162010.json","credentialmate-app","backend\tests\fixtures\ground_truth\backups\TD-019_backup_optionA_20251118_162010.json","deletion\credentialmate-app\backend\tests\fixtures\ground_truth\backups\TD-019_backup_optionA_20251118_162010.json","2025-11-20T19:26:06Z","deletion"
"TD-019_backup_optionC_20251118_171409.json","credentialmate-app","backend\tests\fixtures\ground_truth\backups\TD-019_backup_optionC_20251118_171409.json","deletion\credentialmate-app\backend\tests\fixtures\ground_truth\backups\TD-019_backup_optionC_20251118_171409.json","2025-11-20T19:26:06Z","deletion"
"TD-019_ground_truth_backup_20251118_074308.json","credentialmate-app","backend\tests\fixtures\ground_truth\backups\TD-019_ground_truth_backup_20251118_074308.json","deletion\credentialmate-app\backend\tests\fixtures\ground_truth\backups\TD-019_ground_truth_backup_20251118_074308.json","2025-11-20T19:26:06Z","deletion"
"TD-020_backup_final_20251118_143105.json","credentialmate-app","backend\tests\fixtures\ground_truth\backups\TD-020_backup_final_20251118_143105.json","deletion\credentialmate-app\backend\tests\fixtures\ground_truth\backups\TD-020_backup_final_20251118_143105.json","2025-11-20T19:26:06Z","deletion"
"TD-020_ground_truth_backup_20251118_074308.json","credentialmate-app","backend\tests\fixtures\ground_truth\backups\TD-020_ground_truth_backup_20251118_074308.json","deletion\credentialmate-app\backend\tests\fixtures\ground_truth\backups\TD-020_ground_truth_backup_20251118_074308.json","2025-11-20T19:26:06Z","deletion"
"TD-021_backup_optionC_20251118_171409.json","credentialmate-app","backend\tests\fixtures\ground_truth\backups\TD-021_backup_optionC_20251118_171409.json","deletion\credentialmate-app\backend\tests\fixtures\ground_truth\backups\TD-021_backup_optionC_20251118_171409.json","2025-11-20T19:26:06Z","deletion"
"001_add_provider_domain_tables.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\001_add_provider_domain_tables.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\001_add_provider_domain_tables.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"001_add_provider_domain_tables.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\001_add_provider_domain_tables.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\001_add_provider_domain_tables.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"002_add_license_domain_tables.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\002_add_license_domain_tables.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\002_add_license_domain_tables.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"002_add_license_domain_tables.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\002_add_license_domain_tables.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\002_add_license_domain_tables.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"003_add_cme_domain_tables.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\003_add_cme_domain_tables.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\003_add_cme_domain_tables.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"003_add_cme_domain_tables.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\003_add_cme_domain_tables.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\003_add_cme_domain_tables.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"004_add_compliance_domain_tables.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\004_add_compliance_domain_tables.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\004_add_compliance_domain_tables.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"004_add_compliance_domain_tables.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\004_add_compliance_domain_tables.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\004_add_compliance_domain_tables.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"005_add_document_lineage_system.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\005_add_document_lineage_system.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\005_add_document_lineage_system.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"005_add_document_lineage_system.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\005_add_document_lineage_system.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\005_add_document_lineage_system.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"006_add_versioning_system.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\006_add_versioning_system.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\006_add_versioning_system.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"006_add_versioning_system.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\006_add_versioning_system.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\006_add_versioning_system.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"007_add_notification_domain.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\007_add_notification_domain.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\007_add_notification_domain.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"007_add_notification_domain.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\007_add_notification_domain.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\007_add_notification_domain.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"008_add_audit_integration_domain.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\008_add_audit_integration_domain.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\008_add_audit_integration_domain.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"008_add_audit_integration_domain.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\008_add_audit_integration_domain.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\008_add_audit_integration_domain.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"009_add_system_domain.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\009_add_system_domain.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\009_add_system_domain.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"009_add_system_domain.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\009_add_system_domain.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\009_add_system_domain.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"010_add_encryption_placeholders.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\010_add_encryption_placeholders.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\010_add_encryption_placeholders.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"010_add_encryption_placeholders.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\010_add_encryption_placeholders.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\010_add_encryption_placeholders.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"011_migrate_providers_to_uuid.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\011_migrate_providers_to_uuid.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\011_migrate_providers_to_uuid.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"011_migrate_providers_to_uuid.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\011_migrate_providers_to_uuid.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\011_migrate_providers_to_uuid.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"012_add_immutability_triggers.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\012_add_immutability_triggers.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\012_add_immutability_triggers.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"012_add_immutability_triggers.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\012_add_immutability_triggers.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\012_add_immutability_triggers.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"013_add_rls_policies.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\013_add_rls_policies.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\013_add_rls_policies.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"013_add_rls_policies.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\013_add_rls_policies.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\013_add_rls_policies.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"014_add_login_lockout_table.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\014_add_login_lockout_table.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\014_add_login_lockout_table.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"014_add_login_lockout_table.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\014_add_login_lockout_table.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\014_add_login_lockout_table.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"015_ris_create_tables.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\015_ris_create_tables.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\015_ris_create_tables.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"015_ris_create_tables.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\015_ris_create_tables.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\015_ris_create_tables.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"016_ris_create_views.cpython-310.pyc","credentialmate-app","backend\alembic\versions\__pycache__\016_ris_create_views.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\016_ris_create_views.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"016_ris_create_views.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\016_ris_create_views.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\016_ris_create_views.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"017_add_certificate_number_and_language.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\017_add_certificate_number_and_language.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\017_add_certificate_number_and_language.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"018_add_document_validation_tracking.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\018_add_document_validation_tracking.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\018_add_document_validation_tracking.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"019_merge_validation_tracking.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\019_merge_validation_tracking.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\019_merge_validation_tracking.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"020_create_ris_document_views.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\020_create_ris_document_views.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\020_create_ris_document_views.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"021_add_field_accuracy_logs_and_ris_views.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\021_add_field_accuracy_logs_and_ris_views.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\021_add_field_accuracy_logs_and_ris_views.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"022_add_cme_credits_table.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\022_add_cme_credits_table.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\022_add_cme_credits_table.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"0ba8d6840546_add_user_actions_table_for_phase_2.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\0ba8d6840546_add_user_actions_table_for_phase_2.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\0ba8d6840546_add_user_actions_table_for_phase_2.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"11d8c9984bc6_add_password_reset_tokens_table.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\11d8c9984bc6_add_password_reset_tokens_table.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\11d8c9984bc6_add_password_reset_tokens_table.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"1d7972be12cc_add_user_sessions_table_for_phase_2.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\1d7972be12cc_add_user_sessions_table_for_phase_2.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\1d7972be12cc_add_user_sessions_table_for_phase_2.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"1da475934ba3_merge_ux_ui_and_phase3_branches.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\1da475934ba3_merge_ux_ui_and_phase3_branches.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\1da475934ba3_merge_ux_ui_and_phase3_branches.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"2a3b4c5d6e7f_add_ai_actions_table_for_phase_3.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\2a3b4c5d6e7f_add_ai_actions_table_for_phase_3.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\2a3b4c5d6e7f_add_ai_actions_table_for_phase_3.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"3b4c5d6e7f8g_add_developer_events_table_phase_3.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\3b4c5d6e7f8g_add_developer_events_table_phase_3.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\3b4c5d6e7f8g_add_developer_events_table_phase_3.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"46e99b733c83_merge_multiple_migration_heads.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\46e99b733c83_merge_multiple_migration_heads.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\46e99b733c83_merge_multiple_migration_heads.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"59a62acb9740_add_events_table_for_event_sourcing_.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\59a62acb9740_add_events_table_for_event_sourcing_.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\59a62acb9740_add_events_table_for_event_sourcing_.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"7f8a1c2d3e4f_add_notification_queue_table.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\7f8a1c2d3e4f_add_notification_queue_table.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\7f8a1c2d3e4f_add_notification_queue_table.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"86e0910c9000_add_delegations_and_notification_.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\86e0910c9000_add_delegations_and_notification_.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\86e0910c9000_add_delegations_and_notification_.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"93d17fe9693c_complete_schema_from_current_models_.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\93d17fe9693c_complete_schema_from_current_models_.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\93d17fe9693c_complete_schema_from_current_models_.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"b0dc2f94c627_add_events_table_phase_1_cycle_1_tdd_.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\b0dc2f94c627_add_events_table_phase_1_cycle_1_tdd_.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\b0dc2f94c627_add_events_table_phase_1_cycle_1_tdd_.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"dfc37fdbe675_add_user_actions_table_for_phase_2.cpython-311.pyc","credentialmate-app","backend\alembic\versions\__pycache__\dfc37fdbe675_add_user_actions_table_for_phase_2.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\versions\__pycache__\dfc37fdbe675_add_user_actions_table_for_phase_2.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"env.cpython-310.pyc","credentialmate-app","backend\alembic\__pycache__\env.cpython-310.pyc","deletion\credentialmate-app\backend\alembic\__pycache__\env.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"env.cpython-311.pyc","credentialmate-app","backend\alembic\__pycache__\env.cpython-311.pyc","deletion\credentialmate-app\backend\alembic\__pycache__\env.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"ris_scanner.cpython-310.pyc","credentialmate-app","backend\app\cli\__pycache__\ris_scanner.cpython-310.pyc","deletion\credentialmate-app\backend\app\cli\__pycache__\ris_scanner.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"ris_scanner.cpython-311.pyc","credentialmate-app","backend\app\cli\__pycache__\ris_scanner.cpython-311.pyc","deletion\credentialmate-app\backend\app\cli\__pycache__\ris_scanner.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"__init__.cpython-311.pyc","credentialmate-app","backend\app\cli\__pycache__\__init__.cpython-311.pyc","deletion\credentialmate-app\backend\app\cli\__pycache__\__init__.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"compliance_rules.cpython-310.pyc","credentialmate-app","backend\app\config\__pycache__\compliance_rules.cpython-310.pyc","deletion\credentialmate-app\backend\app\config\__pycache__\compliance_rules.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"compliance_rules.cpython-311.pyc","credentialmate-app","backend\app\config\__pycache__\compliance_rules.cpython-311.pyc","deletion\credentialmate-app\backend\app\config\__pycache__\compliance_rules.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"document_type_labels.cpython-310.pyc","credentialmate-app","backend\app\config\__pycache__\document_type_labels.cpython-310.pyc","deletion\credentialmate-app\backend\app\config\__pycache__\document_type_labels.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"document_type_labels.cpython-311.pyc","credentialmate-app","backend\app\config\__pycache__\document_type_labels.cpython-311.pyc","deletion\credentialmate-app\backend\app\config\__pycache__\document_type_labels.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"ris_config.cpython-310.pyc","credentialmate-app","backend\app\config\__pycache__\ris_config.cpython-310.pyc","deletion\credentialmate-app\backend\app\config\__pycache__\ris_config.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"ris_config.cpython-311.pyc","credentialmate-app","backend\app\config\__pycache__\ris_config.cpython-311.pyc","deletion\credentialmate-app\backend\app\config\__pycache__\ris_config.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"validation_rules.cpython-310.pyc","credentialmate-app","backend\app\config\__pycache__\validation_rules.cpython-310.pyc","deletion\credentialmate-app\backend\app\config\__pycache__\validation_rules.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"validation_rules.cpython-311.pyc","credentialmate-app","backend\app\config\__pycache__\validation_rules.cpython-311.pyc","deletion\credentialmate-app\backend\app\config\__pycache__\validation_rules.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"config.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\config.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\config.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"config.cpython-311.pyc","credentialmate-app","backend\app\core\__pycache__\config.cpython-311.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\config.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"config.cpython-313.pyc","credentialmate-app","backend\app\core\__pycache__\config.cpython-313.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\config.cpython-313.pyc","2025-11-20T19:26:06Z","deletion"
"database.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\database.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\database.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"database.cpython-311.pyc","credentialmate-app","backend\app\core\__pycache__\database.cpython-311.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\database.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"dependencies.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\dependencies.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\dependencies.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"dependencies.cpython-311.pyc","credentialmate-app","backend\app\core\__pycache__\dependencies.cpython-311.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\dependencies.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"exceptions.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\exceptions.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\exceptions.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"exceptions.cpython-311.pyc","credentialmate-app","backend\app\core\__pycache__\exceptions.cpython-311.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\exceptions.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"health.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\health.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\health.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"health.cpython-311.pyc","credentialmate-app","backend\app\core\__pycache__\health.cpython-311.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\health.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"logging.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\logging.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\logging.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"logging.cpython-311.pyc","credentialmate-app","backend\app\core\__pycache__\logging.cpython-311.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\logging.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"queue.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\queue.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\queue.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"rate_limit.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\rate_limit.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\rate_limit.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"rate_limit.cpython-311.pyc","credentialmate-app","backend\app\core\__pycache__\rate_limit.cpython-311.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\rate_limit.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"s3.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\s3.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\s3.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"security.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\security.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\security.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"security.cpython-311.pyc","credentialmate-app","backend\app\core\__pycache__\security.cpython-311.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\security.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"__init__.cpython-310.pyc","credentialmate-app","backend\app\core\__pycache__\__init__.cpython-310.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\__init__.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"__init__.cpython-311.pyc","credentialmate-app","backend\app\core\__pycache__\__init__.cpython-311.pyc","deletion\credentialmate-app\backend\app\core\__pycache__\__init__.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"01_health.cpython-310.pyc","credentialmate-app","backend\app\dashboards\ris\pages\__pycache__\01_health.cpython-310.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\pages\__pycache__\01_health.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"02_dependencies.cpython-310.pyc","credentialmate-app","backend\app\dashboards\ris\pages\__pycache__\02_dependencies.cpython-310.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\pages\__pycache__\02_dependencies.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"03_security.cpython-310.pyc","credentialmate-app","backend\app\dashboards\ris\pages\__pycache__\03_security.cpython-310.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\pages\__pycache__\03_security.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"04_activity.cpython-310.pyc","credentialmate-app","backend\app\dashboards\ris\pages\__pycache__\04_activity.cpython-310.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\pages\__pycache__\04_activity.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"05_compliance.cpython-310.pyc","credentialmate-app","backend\app\dashboards\ris\pages\__pycache__\05_compliance.cpython-310.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\pages\__pycache__\05_compliance.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"db_connection.cpython-310.pyc","credentialmate-app","backend\app\dashboards\ris\utils\__pycache__\db_connection.cpython-310.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\utils\__pycache__\db_connection.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"db_connection.cpython-311.pyc","credentialmate-app","backend\app\dashboards\ris\utils\__pycache__\db_connection.cpython-311.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\utils\__pycache__\db_connection.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"exports.cpython-310.pyc","credentialmate-app","backend\app\dashboards\ris\utils\__pycache__\exports.cpython-310.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\utils\__pycache__\exports.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"exports.cpython-311.pyc","credentialmate-app","backend\app\dashboards\ris\utils\__pycache__\exports.cpython-311.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\utils\__pycache__\exports.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"__init__.cpython-310.pyc","credentialmate-app","backend\app\dashboards\ris\utils\__pycache__\__init__.cpython-310.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\utils\__pycache__\__init__.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
"__init__.cpython-311.pyc","credentialmate-app","backend\app\dashboards\ris\utils\__pycache__\__init__.cpython-311.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\utils\__pycache__\__init__.cpython-311.pyc","2025-11-20T19:26:06Z","deletion"
"streamlit_app.cpython-310.pyc","credentialmate-app","backend\app\dashboards\ris\__pycache__\streamlit_app.cpython-310.pyc","deletion\credentialmate-app\backend\app\dashboards\ris\__pycache__\streamlit_app.cpython-310.pyc","2025-11-20T19:26:06Z","deletion"
